load_rps,req_per_sec,p50_ms,p90_ms,p99_ms,errors
10,13.00,1.59m,2.88m,5.22m,0004175
50,52.03,1.48m,2.47m,3.16m,0002400
100,100.17,1.47m,2.43m,3.20m,
150,150.17,1.45m,2.41m,3.23m,
200,200.17,1.46m,2.43m,3.17m,
250,250.17,1.46m,2.43m,3.17m,
300,296.96,1.91m,4.68m,7.66m,
350,350.16,1.45m,2.37m,3.15m,
400,400.17,1.42m,2.37m,3.12m,
450,451.57,1.54m,2.61m,3.72m,
500,498.64,1.53m,2.64m,4.06m,
1000,997.45,1.56m,2.66m,4.21m,
2000,1999.18,1.41m,2.29m,3.05m,
4000,3965.02,1.68m,3.37m,6.59m,
6000,5978.12,1.45m,2.46m,4.14m,
8000,7991.51,1.36m,2.39m,3.79m,
10000,9961.80,1.47m,2.68m,5.01m,
12000,11954.56,1.50m,2.83m,6.30m,
14000,13946.95,1.55m,3.17m,7.51m,
16000,15938.44,1.72m,3.90m,10.04m,
18000,17978.71,1.81m,5.05m,15.29m,
20000,19975.94,2.18m,7.30m,19.04m,
22000,21914.08,2.94m,10.94m,54.37m,
24000,23965.90,5.11m,15.82m,114.88m,
26000,25825.73,11.57m,32.32m,187.90m,
28000,27686.27,46.65m,205.44m,429.05m,
30000,28420.85,1.20,2.24,3.01,
35000,28008.60,1.56,2.72,3.58,
40000,28008.60,1.56,2.72,3.58,
45000,28008.60,1.56,2.72,3.58,
50000,28008.60,1.56,2.72,3.58,
