Running 45s test @ http://10.10.1.5:5000
  8 threads and 200 connections
  Thread calibration: mean lat.: 97.945ms, rate sampling interval: 498ms
  Thread calibration: mean lat.: 100.317ms, rate sampling interval: 469ms
  Thread calibration: mean lat.: 86.809ms, rate sampling interval: 437ms
  Thread calibration: mean lat.: 99.410ms, rate sampling interval: 490ms
  Thread calibration: mean lat.: 117.493ms, rate sampling interval: 489ms
  Thread calibration: mean lat.: 114.674ms, rate sampling interval: 509ms
  Thread calibration: mean lat.: 100.635ms, rate sampling interval: 432ms
  Thread calibration: mean lat.: 113.364ms, rate sampling interval: 485ms
  Thread Stats   Avg      Stdev     Max   +/- Stdev
    Latency    83.51ms   92.51ms 845.31ms   87.16%
    Req/Sec     5.64k   279.36     6.63k    66.61%
  Latency Distribution (HdrHistogram - Recorded Latency)
 50.000%   52.83ms
 75.000%  115.58ms
 90.000%  199.04ms
 99.000%  427.52ms
 99.900%  663.55ms
 99.990%  794.62ms
 99.999%  827.39ms
100.000%  845.82ms

  Detailed Percentile spectrum:
       Value   Percentile   TotalCount 1/(1-Percentile)

       0.206     0.000000            1         1.00
       5.615     0.100000       157091         1.11
      14.767     0.200000       314186         1.25
      25.119     0.300000       471150         1.43
      37.567     0.400000       628138         1.67
      52.831     0.500000       785401         2.00
      61.855     0.550000       863731         2.22
      72.383     0.600000       942321         2.50
      84.479     0.650000      1020780         2.86
      98.623     0.700000      1099261         3.33
     115.583     0.750000      1177975         4.00
     125.247     0.775000      1217232         4.44
     136.063     0.800000      1256656         5.00
     148.095     0.825000      1295694         5.71
     162.047     0.850000      1334798         6.67
     178.687     0.875000      1374126         8.00
     188.287     0.887500      1393752         8.89
     199.039     0.900000      1413324        10.00
     212.095     0.912500      1432926        11.43
     227.583     0.925000      1452606        13.33
     246.399     0.937500      1472260        16.00
     257.023     0.943750      1482094        17.78
     268.799     0.950000      1491989        20.00
     282.111     0.956250      1501759        22.86
     297.215     0.962500      1511502        26.67
     315.391     0.968750      1521349        32.00
     325.887     0.971875      1526219        35.56
     338.687     0.975000      1531098        40.00
     353.279     0.978125      1535995        45.71
     368.127     0.981250      1540963        53.33
     384.511     0.984375      1545802        64.00
     394.495     0.985938      1548266        71.11
     406.015     0.987500      1550744        80.00
     419.071     0.989062      1553159        91.43
     433.919     0.990625      1555622       106.67
     452.351     0.992188      1558077       128.00
     464.127     0.992969      1559301       142.22
     479.231     0.993750      1560513       160.00
     497.407     0.994531      1561749       182.86
     518.655     0.995313      1562968       213.33
     544.255     0.996094      1564215       256.00
     556.031     0.996484      1564810       284.44
     571.391     0.996875      1565426       320.00
     590.335     0.997266      1566040       365.71
     609.279     0.997656      1566657       426.67
     623.103     0.998047      1567267       512.00
     629.759     0.998242      1567573       568.89
     636.927     0.998437      1567874       640.00
     646.143     0.998633      1568189       731.43
     654.847     0.998828      1568499       853.33
     664.575     0.999023      1568794      1024.00
     670.719     0.999121      1568963      1137.78
     677.375     0.999219      1569104      1280.00
     685.055     0.999316      1569252      1462.86
     695.295     0.999414      1569410      1706.67
     708.095     0.999512      1569559      2048.00
     716.799     0.999561      1569637      2275.56
     730.623     0.999609      1569713      2560.00
     742.399     0.999658      1569791      2925.71
     755.199     0.999707      1569866      3413.33
     763.903     0.999756      1569942      4096.00
     769.535     0.999780      1569980      4551.11
     775.679     0.999805      1570022      5120.00
     779.775     0.999829      1570060      5851.43
     784.895     0.999854      1570098      6826.67
     788.479     0.999878      1570135      8192.00
     791.551     0.999890      1570154      9102.22
     795.135     0.999902      1570174     10240.00
     797.695     0.999915      1570192     11702.86
     801.279     0.999927      1570211     13653.33
     805.375     0.999939      1570230     16384.00
     807.423     0.999945      1570239     18204.44
     809.471     0.999951      1570250     20480.00
     812.031     0.999957      1570258     23405.71
     814.591     0.999963      1570268     27306.67
     816.639     0.999969      1570278     32768.00
     818.175     0.999973      1570283     36408.89
     818.687     0.999976      1570289     40960.00
     820.223     0.999979      1570292     46811.43
     821.759     0.999982      1570297     54613.33
     823.807     0.999985      1570302     65536.00
     825.343     0.999986      1570305     72817.78
     826.367     0.999988      1570306     81920.00
     827.391     0.999989      1570309     93622.86
     830.463     0.999991      1570312    109226.67
     831.487     0.999992      1570315    131072.00
     831.487     0.999993      1570315    145635.56
     832.511     0.999994      1570316    163840.00
     833.535     0.999995      1570317    187245.71
     834.047     0.999995      1570318    218453.33
     835.071     0.999996      1570320    262144.00
     835.071     0.999997      1570320    291271.11
     836.607     0.999997      1570321    327680.00
     836.607     0.999997      1570321    374491.43
     837.631     0.999998      1570322    436906.67
     840.703     0.999998      1570323    524288.00
     840.703     0.999998      1570323    582542.22
     840.703     0.999998      1570323    655360.00
     840.703     0.999999      1570323    748982.86
     844.287     0.999999      1570324    873813.33
     844.287     0.999999      1570324   1048576.00
     844.287     0.999999      1570324   1165084.44
     844.287     0.999999      1570324   1310720.00
     844.287     0.999999      1570324   1497965.71
     845.823     0.999999      1570325   1747626.67
     845.823     1.000000      1570325          inf
#[Mean    =       83.513, StdDeviation   =       92.510]
#[Max     =      845.312, Total count    =      1570325]
#[Buckets =           27, SubBuckets     =         2048]
----------------------------------------------------------
  2002554 requests in 44.98s, 511.82MB read
  Non-2xx or 3xx responses: 2002554
Requests/sec:  44519.64
Transfer/sec:     11.38MB
