load_rps,req_per_sec,p50_ms,p90_ms,p99_ms,errors
10,13.00,3.04m,9.66m,13.04m,0004150
50,51.50,2.77m,4.57m,7.64m,0002375
100,99.08,3.06m,8.90m,13.28m,
150,150.17,2.57m,4.00m,5.51m,
200,199.65,2.81m,5.40m,10.34m,
250,247.98,3.04m,8.95m,13.53m,
300,297.99,3.08m,8.81m,12.83m,
350,345.71,4.47m,15.87m,20.03m,
400,400.15,2.56m,4.07m,5.78m,
450,449.68,3.10m,6.29m,10.53m,
500,496.83,3.02m,7.26m,12.09m,
1000,994.43,3.17m,9.74m,14.75m,
2000,1999.20,2.72m,4.36m,6.83m,
4000,3996.54,3.58m,6.87m,11.71m,
6000,5993.44,5.53m,13.21m,24.25m,
8000,7966.67,13.72m,32.90m,57.66m,
10000,9929.94,72.64m,362.49m,685.05m,
12000,10272.40,3.27,5.57,6.77,
14000,10152.02,7.32,11.40,12.37,
16000,10447.70,9.18,14.08,15.46,
18000,10530.75,11.28,17.07,18.42,
20000,10481.10,13.12,19.56,21.14,
22000,10253.18,14.53,22.00,23.72,
24000,10248.45,15.31,23.67,25.53,
26000,10091.00,16.78,25.23,27.03,
28000,10437.26,17.25,25.92,27.87,
30000,10174.22,17.55,27.23,29.43,
35000,10260.53,19.30,29.16,31.42,
40000,10355.32,20.56,30.92,33.03,
45000,10441.64,21.15,31.95,34.28,
50000,9999.38,21.63,32.92,35.52,
