Running 45s test @ http://10.10.1.5:5000
  8 threads and 200 connections
  Thread calibration: mean lat.: 43.221ms, rate sampling interval: 202ms
  Thread calibration: mean lat.: 38.574ms, rate sampling interval: 186ms
  Thread calibration: mean lat.: 39.316ms, rate sampling interval: 195ms
  Thread calibration: mean lat.: 34.038ms, rate sampling interval: 158ms
  Thread calibration: mean lat.: 36.621ms, rate sampling interval: 178ms
  Thread calibration: mean lat.: 37.729ms, rate sampling interval: 183ms
  Thread calibration: mean lat.: 40.504ms, rate sampling interval: 206ms
  Thread calibration: mean lat.: 34.671ms, rate sampling interval: 162ms
  Thread Stats   Avg      Stdev     Max   +/- Stdev
    Latency    45.43ms   48.66ms 471.30ms   86.99%
    Req/Sec     6.26k   446.26     7.86k    70.18%
  Latency Distribution (HdrHistogram - Recorded Latency)
 50.000%   30.16ms
 75.000%   62.49ms
 90.000%  107.52ms
 99.000%  225.28ms
 99.900%  342.27ms
 99.990%  403.71ms
 99.999%  448.00ms
100.000%  471.55ms

  Detailed Percentile spectrum:
       Value   Percentile   TotalCount 1/(1-Percentile)

       0.199     0.000000            1         1.00
       3.041     0.100000       174278         1.11
       8.103     0.200000       348523         1.25
      14.455     0.300000       522712         1.43
      21.647     0.400000       696917         1.67
      30.159     0.500000       871274         2.00
      35.071     0.550000       958404         2.22
      40.575     0.600000      1045479         2.50
      46.783     0.650000      1132520         2.86
      53.951     0.700000      1219703         3.33
      62.495     0.750000      1306750         4.00
      67.519     0.775000      1350541         4.44
      73.151     0.800000      1394100         5.00
      79.551     0.825000      1437344         5.71
      87.167     0.850000      1481192         6.67
      96.191     0.875000      1524553         8.00
     101.503     0.887500      1546379         8.89
     107.519     0.900000      1568156        10.00
     114.431     0.912500      1589890        11.43
     122.431     0.925000      1611681        13.33
     131.967     0.937500      1633377        16.00
     137.855     0.943750      1644312        17.78
     144.255     0.950000      1655233        20.00
     151.423     0.956250      1665975        22.86
     159.743     0.962500      1676904        26.67
     169.343     0.968750      1687878        32.00
     174.591     0.971875      1693340        35.56
     180.223     0.975000      1698748        40.00
     186.623     0.978125      1704141        45.71
     194.047     0.981250      1709608        53.33
     202.751     0.984375      1715020        64.00
     208.127     0.985938      1717735        71.11
     214.015     0.987500      1720435        80.00
     220.671     0.989062      1723146        91.43
     228.479     0.990625      1725895       106.67
     237.695     0.992188      1728610       128.00
     243.071     0.992969      1729985       142.22
     249.343     0.993750      1731323       160.00
     256.639     0.994531      1732674       182.86
     265.215     0.995313      1734065       213.33
     274.943     0.996094      1735403       256.00
     280.575     0.996484      1736093       284.44
     287.231     0.996875      1736780       320.00
     294.655     0.997266      1737443       365.71
     304.127     0.997656      1738130       426.67
     313.343     0.998047      1738807       512.00
     317.695     0.998242      1739133       568.89
     323.839     0.998437      1739479       640.00
     330.239     0.998633      1739827       731.43
     336.639     0.998828      1740172       853.33
     343.039     0.999023      1740501      1024.00
     346.623     0.999121      1740669      1137.78
     349.951     0.999219      1740835      1280.00
     353.535     0.999316      1741006      1462.86
     357.375     0.999414      1741187      1706.67
     361.983     0.999512      1741354      2048.00
     364.543     0.999561      1741436      2275.56
     367.615     0.999609      1741516      2560.00
     370.943     0.999658      1741601      2925.71
     374.783     0.999707      1741687      3413.33
     379.647     0.999756      1741772      4096.00
     382.975     0.999780      1741813      4551.11
     385.791     0.999805      1741856      5120.00
     389.631     0.999829      1741898      5851.43
     394.239     0.999854      1741940      6826.67
     398.847     0.999878      1741984      8192.00
     401.663     0.999890      1742006      9102.22
     404.223     0.999902      1742027     10240.00
     408.319     0.999915      1742047     11702.86
     413.183     0.999927      1742068     13653.33
     418.559     0.999939      1742091     16384.00
     420.607     0.999945      1742101     18204.44
     423.167     0.999951      1742111     20480.00
     425.727     0.999957      1742121     23405.71
     428.287     0.999963      1742132     27306.67
     432.895     0.999969      1742143     32768.00
     436.479     0.999973      1742150     36408.89
     438.783     0.999976      1742153     40960.00
     439.807     0.999979      1742159     46811.43
     442.879     0.999982      1742165     54613.33
     444.415     0.999985      1742169     65536.00
     445.695     0.999986      1742174     72817.78
     445.695     0.999988      1742174     81920.00
     447.999     0.999989      1742178     93622.86
     450.815     0.999991      1742180    109226.67
     454.143     0.999992      1742182    131072.00
     456.703     0.999993      1742184    145635.56
     457.983     0.999994      1742185    163840.00
     458.239     0.999995      1742186    187245.71
     460.287     0.999995      1742188    218453.33
     460.799     0.999996      1742189    262144.00
     461.823     0.999997      1742190    291271.11
     461.823     0.999997      1742190    327680.00
     462.591     0.999997      1742191    374491.43
     464.127     0.999998      1742192    436906.67
     464.127     0.999998      1742192    524288.00
     466.943     0.999998      1742193    582542.22
     466.943     0.999998      1742193    655360.00
     466.943     0.999999      1742193    748982.86
     469.247     0.999999      1742194    873813.33
     469.247     0.999999      1742194   1048576.00
     469.247     0.999999      1742194   1165084.44
     469.247     0.999999      1742194   1310720.00
     469.247     0.999999      1742194   1497965.71
     471.551     0.999999      1742195   1747626.67
     471.551     1.000000      1742195          inf
#[Mean    =       45.433, StdDeviation   =       48.661]
#[Max     =      471.296, Total count    =      1742195]
#[Buckets =           27, SubBuckets     =         2048]
----------------------------------------------------------
  2238317 requests in 44.99s, 572.08MB read
  Non-2xx or 3xx responses: 2238317
Requests/sec:  49747.80
Transfer/sec:     12.71MB
