Running 45s test @ http://10.10.1.1:5000
  8 threads and 200 connections
  Thread calibration: mean lat.: 164.264ms, rate sampling interval: 787ms
  Thread calibration: mean lat.: 139.183ms, rate sampling interval: 640ms
  Thread calibration: mean lat.: 156.251ms, rate sampling interval: 728ms
  Thread calibration: mean lat.: 164.419ms, rate sampling interval: 733ms
  Thread calibration: mean lat.: 165.017ms, rate sampling interval: 706ms
  Thread calibration: mean lat.: 172.211ms, rate sampling interval: 814ms
  Thread calibration: mean lat.: 172.326ms, rate sampling interval: 715ms
  Thread calibration: mean lat.: 159.178ms, rate sampling interval: 719ms
  Thread Stats   Avg      Stdev     Max   +/- Stdev
    Latency   133.13ms  128.15ms 820.74ms   81.86%
    Req/Sec     2.77k   161.00     3.13k    69.66%
  Latency Distribution (HdrHistogram - Recorded Latency)
 50.000%   91.78ms
 75.000%  191.74ms
 90.000%  311.81ms
 99.000%  581.63ms
 99.900%  712.70ms
 99.990%  777.73ms
 99.999%  809.47ms
100.000%  821.25ms

  Detailed Percentile spectrum:
       Value   Percentile   TotalCount 1/(1-Percentile)

       0.281     0.000000            1         1.00
      15.311     0.100000        77206         1.11
      28.239     0.200000       154329         1.25
      45.247     0.300000       231553         1.43
      65.983     0.400000       308774         1.67
      91.775     0.500000       385913         2.00
     107.135     0.550000       424559         2.22
     124.287     0.600000       463038         2.50
     143.231     0.650000       501777         2.86
     165.119     0.700000       540195         3.33
     191.743     0.750000       578840         4.00
     206.719     0.775000       598026         4.44
     222.847     0.800000       617353         5.00
     241.407     0.825000       636679         5.71
     261.631     0.850000       655930         6.67
     285.183     0.875000       675293         8.00
     297.983     0.887500       684835         8.89
     311.807     0.900000       694466        10.00
     327.423     0.912500       704163        11.43
     344.831     0.925000       713742        13.33
     366.335     0.937500       723476        16.00
     378.623     0.943750       728287        17.78
     392.191     0.950000       733111        20.00
     407.039     0.956250       737867        22.86
     425.727     0.962500       742722        26.67
     451.071     0.968750       747497        32.00
     465.919     0.971875       749944        35.56
     481.535     0.975000       752349        40.00
     499.199     0.978125       754779        45.71
     519.679     0.981250       757147        53.33
     541.695     0.984375       759579        64.00
     551.935     0.985938       760766        71.11
     562.687     0.987500       761989        80.00
     573.951     0.989062       763171        91.43
     586.751     0.990625       764408       106.67
     600.063     0.992188       765597       128.00
     608.255     0.992969       766197       142.22
     617.471     0.993750       766802       160.00
     627.199     0.994531       767405       182.86
     636.415     0.995313       768000       213.33
     647.679     0.996094       768609       256.00
     653.311     0.996484       768917       284.44
     659.967     0.996875       769207       320.00
     667.647     0.997266       769519       365.71
     674.815     0.997656       769808       426.67
     683.007     0.998047       770113       512.00
     688.127     0.998242       770263       568.89
     692.735     0.998437       770411       640.00
     698.879     0.998633       770562       731.43
     705.023     0.998828       770709       853.33
     713.727     0.999023       770862      1024.00
     717.823     0.999121       770931      1137.78
     722.431     0.999219       771011      1280.00
     727.551     0.999316       771081      1462.86
     732.671     0.999414       771159      1706.67
     736.767     0.999512       771232      2048.00
     739.839     0.999561       771274      2275.56
     742.911     0.999609       771309      2560.00
     748.031     0.999658       771348      2925.71
     752.127     0.999707       771382      3413.33
     757.247     0.999756       771421      4096.00
     760.319     0.999780       771440      4551.11
     763.903     0.999805       771462      5120.00
     766.463     0.999829       771477      5851.43
     770.559     0.999854       771495      6826.67
     774.143     0.999878       771515      8192.00
     775.679     0.999890       771525      9102.22
     779.775     0.999902       771534     10240.00
     783.871     0.999915       771544     11702.86
     785.919     0.999927       771552     13653.33
     792.575     0.999939       771561     16384.00
     794.623     0.999945       771567     18204.44
     796.671     0.999951       771571     20480.00
     799.231     0.999957       771577     23405.71
     800.255     0.999963       771580     27306.67
     802.815     0.999969       771585     32768.00
     803.839     0.999973       771587     36408.89
     804.863     0.999976       771591     40960.00
     805.375     0.999979       771592     46811.43
     806.399     0.999982       771594     54613.33
     808.447     0.999985       771597     65536.00
     808.959     0.999986       771599     72817.78
     808.959     0.999988       771599     81920.00
     809.471     0.999989       771600     93622.86
     809.983     0.999991       771601    109226.67
     812.543     0.999992       771603    131072.00
     812.543     0.999993       771603    145635.56
     813.055     0.999994       771604    163840.00
     813.055     0.999995       771604    187245.71
     816.639     0.999995       771605    218453.33
     817.151     0.999996       771606    262144.00
     817.151     0.999997       771606    291271.11
     817.151     0.999997       771606    327680.00
     817.151     0.999997       771606    374491.43
     817.663     0.999998       771607    436906.67
     817.663     0.999998       771607    524288.00
     817.663     0.999998       771607    582542.22
     817.663     0.999998       771607    655360.00
     817.663     0.999999       771607    748982.86
     821.247     0.999999       771608    873813.33
     821.247     1.000000       771608          inf
#[Mean    =      133.128, StdDeviation   =      128.151]
#[Max     =      820.736, Total count    =       771608]
#[Buckets =           27, SubBuckets     =         2048]
----------------------------------------------------------
  986280 requests in 44.99s, 251.31MB read
  Non-2xx or 3xx responses: 976458
Requests/sec:  21920.59
Transfer/sec:      5.59MB
